,business1,business2,distance,rank,latitude,longitude,latitude_similar,longitude_similar,name,stars,url
5348,2m5gtNQnTgKchpFK6ZiOOg,ugekAf0_3hreoD5VJQjkCg,0.6158614999141221,27,40.8073617,-73.9606979,40.8112347,-73.9579978,Kitchenette Uptown,3.5,http://www.yelp.com/biz/kitchenette-uptown-new-york
1876,2m5gtNQnTgKchpFK6ZiOOg,J9xVQScnr0lYWl61_mLXMA,0.6253989583690571,28,40.8073617,-73.9606979,40.805055100000004,-73.9548817,Lido,4.0,http://www.yelp.com/biz/lido-manhattan
3451,2m5gtNQnTgKchpFK6ZiOOg,YRfDdBgWS4T80oJfKmVThA,0.6257233474240822,29,40.8073617,-73.9606979,40.8069523,-73.9536792,Chocolat Restaurant Lounge,3.0,http://www.yelp.com/biz/chocolat-restaurant-lounge-new-york
4380,2m5gtNQnTgKchpFK6ZiOOg,hD55NUiGDK7STQ8oy9QDPA,0.6342315949779546,30,40.8073617,-73.9606979,40.8057564,-73.9658802,Le Monde,3.0,http://www.yelp.com/biz/le-monde-new-york-3
233,3ayb8-X8BvPyFh_E6FLyyw,3ayb8-X8BvPyFh_E6FLyyw,0.0,1,40.8009294,-73.96761490000002,40.8009294,-73.96761490000002,Five Lamps Tavern,3.5,http://www.yelp.com/biz/five-lamps-tavern-new-york
3370,3ayb8-X8BvPyFh_E6FLyyw,XZFuFuvKgbsY93ZHX7qsWQ,0.1632361948774168,2,40.8009294,-73.96761490000002,40.8145922,-73.9594182,Uni One Gourmet Deli,2.5,http://www.yelp.com/biz/uni-one-gourmet-deli-new-york
1657,3ayb8-X8BvPyFh_E6FLyyw,IIsJN_ilLI36zGAF3SMCCQ,0.19097575815263604,3,40.8009294,-73.96761490000002,40.801426299999996,-73.96521779999999,La Piccola Cucina,3.5,http://www.yelp.com/biz/la-piccola-cucina-manhattan
476,3ayb8-X8BvPyFh_E6FLyyw,60f6JzTRhOyOggsjCfvh5Q,0.20167412166828613,4,40.8009294,-73.96761490000002,40.814025,-73.9598342,Hana Sushi,1.5,http://www.yelp.com/biz/hana-sushi-manhattan
3874,3ayb8-X8BvPyFh_E6FLyyw,by-1gi7evrPKSUmeaN1sXw,0.2257675259064497,5,40.8009294,-73.96761490000002,40.8014275,-73.9652171,Jumbo Pizza Coffee Shop,4.0,http://www.yelp.com/biz/jumbo-pizza-coffee-shop-new-york
2889,3ayb8-X8BvPyFh_E6FLyyw,Say8vUn6wmlb-HMHFsK2Wg,0.24598848424279876,6,40.8009294,-73.96761490000002,40.799843,-73.96248220000001,Gumbo Cafe,2.5,http://www.yelp.com/biz/gumbo-cafe-new-york
2661,3ayb8-X8BvPyFh_E6FLyyw,PUATlg41Z_bnmOPWcPBt-A,0.26848835072112875,7,40.8009294,-73.96761490000002,40.808153000000004,-73.958395,Terrace In the Sky,3.0,http://www.yelp.com/biz/terrace-in-the-sky-new-york
1964,3ayb8-X8BvPyFh_E6FLyyw,JY576sTpB3ljay2IAajZ2w,0.2852121415923028,8,40.8009294,-73.96761490000002,40.805698,-73.9652725,Milano Market,4.0,http://www.yelp.com/biz/milano-market-new-york
4629,3ayb8-X8BvPyFh_E6FLyyw,n1C1A6jmHKRjqO0yNRidgA,0.2930382944207841,9,40.8009294,-73.96761490000002,40.8045774,-73.96651750000001,Jas Mart,3.5,http://www.yelp.com/biz/jas-mart-new-york-2
3702,3ayb8-X8BvPyFh_E6FLyyw,aVBHU_OAEau7sdk73EpNwA,0.2944468414267253,10,40.8009294,-73.96761490000002,40.8051343,-73.957029,Kuti's,4.0,http://www.yelp.com/biz/kutis-new-york
3536,3ayb8-X8BvPyFh_E6FLyyw,ZcTI78WOKE-iLAzAGccOvA,0.3162742172797828,11,40.8009294,-73.96761490000002,40.8041866,-73.9551575,Africa Kine Restaurant,3.0,http://www.yelp.com/biz/africa-kine-restaurant-new-york
3810,3ayb8-X8BvPyFh_E6FLyyw,bEec28P1CziowM9LrNkNsg,0.32372405031307305,12,40.8009294,-73.96761490000002,40.801053,-73.958433,Cafe Amrita,3.5,http://www.yelp.com/biz/cafe-amrita-new-york
5544,3ayb8-X8BvPyFh_E6FLyyw,wZkZmjZEJDraLJgAalnHvA,0.32419667171795985,13,40.8009294,-73.96761490000002,40.8141216,-73.9603025,Pisticci,4.0,http://www.yelp.com/biz/pisticci-new-york
5061,3ayb8-X8BvPyFh_E6FLyyw,rFscSQwEcsYmQexb1Jqjcw,0.3260175656508563,14,40.8009294,-73.96761490000002,40.80730560000001,-73.9642983,Hooda's Halal Cart,3.5,http://www.yelp.com/biz/hoodas-halal-cart-manhattan
5349,3ayb8-X8BvPyFh_E6FLyyw,ugekAf0_3hreoD5VJQjkCg,0.33702268072703045,15,40.8009294,-73.96761490000002,40.8112347,-73.9579978,Kitchenette Uptown,3.5,http://www.yelp.com/biz/kitchenette-uptown-new-york
507,3ayb8-X8BvPyFh_E6FLyyw,6ivIw93SATyp6Syc-_k5Eg,0.3396178663626977,16,40.8009294,-73.96761490000002,40.802524299999995,-73.9565577,Atomic Wings,2.0,http://www.yelp.com/biz/atomic-wings-new-york-9
1211,3ayb8-X8BvPyFh_E6FLyyw,ER0c0-cVKhW2O3sjUQawXg,0.35642131295592616,17,40.8009294,-73.96761490000002,40.8052722,-73.9623564,Artopolis,3.5,http://www.yelp.com/biz/artopolis-new-york
4440,3ayb8-X8BvPyFh_E6FLyyw,hlkCbViTRlQ5-lx8gopeoA,0.36392050926828345,18,40.8009294,-73.96761490000002,40.809492,-73.95890770000001,Apple Tree Supermarket,3.0,http://www.yelp.com/biz/apple-tree-supermarket-new-york-2
5855,3ayb8-X8BvPyFh_E6FLyyw,yue8UWXtQ38ddVn0fqAn0A,0.3709773361976301,19,40.8009294,-73.96761490000002,40.806161700000004,-73.9530551,Cedric French Bistro and Bar,4.0,http://www.yelp.com/biz/cedric-french-bistro-and-bar-manhattan
1075,3ayb8-X8BvPyFh_E6FLyyw,DGPkpfu9hm-ETpU6jL-ujQ,0.3814028053879299,20,40.8009294,-73.96761490000002,40.811452,-73.953343,La Posada,3.5,http://www.yelp.com/biz/la-posada-new-york-2
3005,3ayb8-X8BvPyFh_E6FLyyw,TWpiHjsd0c9Q9OG9l38SBg,0.3824025292879062,21,40.8009294,-73.96761490000002,40.7996722,-73.9625528,Lura,3.5,http://www.yelp.com/biz/lura-manhattan
4048,3ayb8-X8BvPyFh_E6FLyyw,eCAOhaI3cKSIQUvDWd6MGQ,0.3979859264032381,22,40.8009294,-73.96761490000002,40.80044229999999,-73.9619896,Zanny's Cafe,3.5,http://www.yelp.com/biz/zannys-cafe-new-york
2732,3ayb8-X8BvPyFh_E6FLyyw,QUNchfxuTOOmjAXkHivYdQ,0.4064590115734124,23,40.8009294,-73.96761490000002,40.805053799999996,-73.95487879999999,Patisserie Des Ambassades,3.5,http://www.yelp.com/biz/patisserie-des-ambassades-new-york
3911,3ayb8-X8BvPyFh_E6FLyyw,cRyZA1k3nvqj_0s_kr7HGA,0.4118922391678997,24,40.8009294,-73.96761490000002,40.802701299999995,-73.968078,107 West Restaurant,3.5,http://www.yelp.com/biz/107-west-restaurant-new-york-2
1362,3ayb8-X8BvPyFh_E6FLyyw,FM2VxaMmkRv9emBQRAEKsA,0.4263708619019376,25,40.8009294,-73.96761490000002,40.8119407,-73.9573194,Firehouse Pizza,3.0,http://www.yelp.com/biz/firehouse-pizza-new-york
2280,3ayb8-X8BvPyFh_E6FLyyw,LdHt0nc2RJ6BBvR0itYNpg,0.42644518090980665,26,40.8009294,-73.96761490000002,40.805904600000005,-73.9657394,Nacho's Kitchen,2.0,http://www.yelp.com/biz/nachos-kitchen-new-york
1528,3ayb8-X8BvPyFh_E6FLyyw,HC9E8-yBfMKkJTTvelRLyw,0.4523226298934716,27,40.8009294,-73.96761490000002,40.802300200000005,-73.96458259999999,Concord Garden Restaurant,2.5,http://www.yelp.com/biz/concord-garden-restaurant-new-york
3738,3ayb8-X8BvPyFh_E6FLyyw,aZzq3M2xwbNHNSQe2AbAOA,0.4534302667409873,28,40.8009294,-73.96761490000002,40.801426299999996,-73.96521779999999,Suma Sushi,3.5,http://www.yelp.com/biz/suma-sushi-new-york-2
545,3ayb8-X8BvPyFh_E6FLyyw,6nOxwnuN0ZwLX3h3JYSJnA,0.4620706418885282,29,40.8009294,-73.96761490000002,40.8054224,-73.9654359,Tom's Restaurant,2.5,http://www.yelp.com/biz/toms-restaurant-new-york
2437,3ayb8-X8BvPyFh_E6FLyyw,O2jCWIOWb-IhyZGZLTNNoA,0.4823367302128466,30,40.8009294,-73.96761490000002,40.8048124,-73.9549485,Peking Kitchen II,4.0,http://www.yelp.com/biz/peking-kitchen-ii-new-york
267,3uJAt1EHG0x9pz_c91AHuQ,3uJAt1EHG0x9pz_c91AHuQ,0.0,1,40.8149508,-73.9591489,40.8149508,-73.9591489,Peking Garden,3.0,http://www.yelp.com/biz/peking-garden-new-york-2
3506,3uJAt1EHG0x9pz_c91AHuQ,ZKKRhDiNECZKtdu9CSFz6w,0.02161408211135873,2,40.8149508,-73.9591489,40.8145922,-73.9594182,Panda Garden Chinese Restaurant,3.0,http://www.yelp.com/biz/panda-garden-chinese-restaurant-manhattan
1442,3uJAt1EHG0x9pz_c91AHuQ,GDATF7Wkz9XhaucMdRxUpg,0.09357185927096257,3,40.8149508,-73.9591489,40.8041347,-73.96661740000002,Shangri-La Express,3.5,http://www.yelp.com/biz/shangri-la-express-new-york
4978,3uJAt1EHG0x9pz_c91AHuQ,pIrSHmLYW6Bdjiz-HHWd1Q,0.1409417233473509,4,40.8149508,-73.9591489,40.8141019,-73.95977740000001,Bettolona,4.0,http://www.yelp.com/biz/bettolona-new-york
2569,3uJAt1EHG0x9pz_c91AHuQ,PBYypuk9DN-ccqrfYEJ9JA,0.1443971772728695,5,40.8149508,-73.9591489,40.807837799999994,-73.96415879999999,Vine: Sushi & Sake,2.5,http://www.yelp.com/biz/vine-sushi-and-sake-new-york
1107,3uJAt1EHG0x9pz_c91AHuQ,DMXkPjaKCMQjNB-_Ll5geQ,0.2057199080948502,6,40.8149508,-73.9591489,40.800754,-73.965063,Blockheads,3.0,http://www.yelp.com/biz/blockheads-new-york-5
453,3uJAt1EHG0x9pz_c91AHuQ,5dzFMuClH9CDvfaUuIKWeg,0.27621086985897736,7,40.8149508,-73.9591489,40.8013646,-73.9611369,Hunan's Kitchen,3.5,http://www.yelp.com/biz/hunans-kitchen-new-york
4128,3uJAt1EHG0x9pz_c91AHuQ,fEzgfxIbWXJYo9ttAYfjPQ,0.3126427917854602,8,40.8149508,-73.9591489,40.806979,-73.953503,120th Street Halal Cart,3.0,http://www.yelp.com/biz/120th-street-halal-cart-new-york
1507,3uJAt1EHG0x9pz_c91AHuQ,H8TAPuQZa_pFaitbRnpY8Q,0.3190989767185303,9,40.8149508,-73.9591489,40.8064994,-73.96511059999999,Amir's Falafel,2.5,http://www.yelp.com/biz/amirs-falafel-new-york
4752,3uJAt1EHG0x9pz_c91AHuQ,n_KosOPSHS81Yq0D6X3peQ,0.3382052661229548,10,40.8149508,-73.9591489,40.8144715,-73.95950440000001,Falafel On Broadway,4.0,http://www.yelp.com/biz/falafel-on-broadway-manhattan
4821,3uJAt1EHG0x9pz_c91AHuQ,nrceacHfm6Ada7aAiTXtkg,0.3733956650515328,11,40.8149508,-73.9591489,40.810931,-73.952578,Omega Gourmet Deli,4.5,http://www.yelp.com/biz/omega-gourmet-deli-new-york
5407,3uJAt1EHG0x9pz_c91AHuQ,vHzWvZYbkoHY_071J-lPRw,0.37637835085072496,12,40.8149508,-73.9591489,40.805159,-73.96620899999999,The Heights Bar & Grill,3.5,http://www.yelp.com/biz/the-heights-bar-and-grill-new-york-3
5789,3uJAt1EHG0x9pz_c91AHuQ,ySzkBv-_DTNT30eONPnAkg,0.38788033025618507,13,40.8149508,-73.9591489,40.802248999999996,-73.956551,Zoma,4.0,http://www.yelp.com/biz/zoma-new-york
880,3uJAt1EHG0x9pz_c91AHuQ,AeFCye5vFfyJzlKngrzrNA,0.3886580129613293,14,40.8149508,-73.9591489,40.8076042,-73.9640863,Caffe Swish,2.5,http://www.yelp.com/biz/caffe-swish-new-york
3567,3uJAt1EHG0x9pz_c91AHuQ,Zgf2Thpp7LeYE_Bg0QDzDg,0.4269295887672981,15,40.8149508,-73.9591489,40.805601,-73.96527990000001,Pertutti Cafe,1.5,http://www.yelp.com/biz/pertutti-cafe-new-york
932,3uJAt1EHG0x9pz_c91AHuQ,BcVx7vnk1CivTpB45SYDUg,0.4337732762472678,16,40.8149508,-73.9591489,40.805601,-73.96527990000001,Campo,3.0,http://www.yelp.com/biz/campo-new-york
4288,3uJAt1EHG0x9pz_c91AHuQ,geTFpY84Tp-nVTXflnxtDA,0.4444017205941774,17,40.8149508,-73.9591489,40.8033208,-73.96384470000001,V & T Pizzeria & Restaurant,3.5,http://www.yelp.com/biz/v-and-t-pizzeria-and-restaurant-new-york
4346,3uJAt1EHG0x9pz_c91AHuQ,h37hllqEt6v9HGqzdiupow,0.4481884201267349,18,40.8149508,-73.9591489,40.7997184,-73.96233790000001,One Cup Two Cupcakes,3.5,http://www.yelp.com/biz/one-cup-two-cupcakes-new-york
365,3uJAt1EHG0x9pz_c91AHuQ,4rWJGwb3rjDoZHA0AECa5A,0.4581960430462833,19,40.8149508,-73.9591489,40.803313,-73.95682790000001,Melba's,3.5,http://www.yelp.com/biz/melbas-new-york
5113,3uJAt1EHG0x9pz_c91AHuQ,rLGVYIM4DHSMW1yi4-zhwQ,0.4633496908878048,20,40.8149508,-73.9591489,40.8100338,-73.958675,Cafe Bagutta,3.0,http://www.yelp.com/biz/cafe-bagutta-new-york
4663,3uJAt1EHG0x9pz_c91AHuQ,nAHhu6ZdaSN_qEmW2U1k_A,0.483358761268917,21,40.8149508,-73.9591489,40.8083067,-73.9599444,Radio Perfecto,2.5,http://www.yelp.com/biz/radio-perfecto-new-york
3238,3uJAt1EHG0x9pz_c91AHuQ,VrlIP1YgXwvCQlQ1PTExkg,0.4835357376696017,22,40.8149508,-73.9591489,40.806883899999995,-73.9535485,Bad Horse Pizza,3.5,http://www.yelp.com/biz/bad-horse-pizza-new-york
1300,3uJAt1EHG0x9pz_c91AHuQ,Ev04GeSgAXwKsO1qJiO9xQ,0.5013897926140479,23,40.8149508,-73.9591489,40.813910799999995,-73.9561224,Jesus Taco,2.5,http://www.yelp.com/biz/jesus-taco-new-york
5906,3uJAt1EHG0x9pz_c91AHuQ,zzh3XNV25Fngor_E72aGWg,0.5027858783422487,24,40.8149508,-73.9591489,40.808263399999994,-73.9597761,Haakon's Hall,4.0,http://www.yelp.com/biz/haakons-hall-new-york
1761,3uJAt1EHG0x9pz_c91AHuQ,IfLTw-yFMpuiqAdYRxLv8Q,0.5123619601535171,25,40.8149508,-73.9591489,40.806383399999994,-73.9537152,Moca Bar & Lounge,3.5,http://www.yelp.com/biz/moca-bar-and-lounge-new-york
2000,3uJAt1EHG0x9pz_c91AHuQ,K-vL-ShpGsgbwf5chcE6vg,0.5126665188945876,26,40.8149508,-73.9591489,40.805904600000005,-73.9657394,Nacho Mama's Burritos,2.0,http://www.yelp.com/biz/nacho-mamas-burritos-new-york
4239,3uJAt1EHG0x9pz_c91AHuQ,froxnvO6lVnzrTBS4p_W_g,0.5187365369338839,27,40.8149508,-73.9591489,40.80458529999999,-73.9665367,Five Guys Burgers and Fries,3.0,http://www.yelp.com/biz/five-guys-burgers-and-fries-new-york-7
3950,3uJAt1EHG0x9pz_c91AHuQ,cf4ygT87Krgbo9cXvSikVA,0.5393644812343583,28,40.8149508,-73.9591489,40.8112159,-73.96132370000001,Olive Tree Deli,4.0,http://www.yelp.com/biz/olive-tree-deli-new-york-2
2733,3uJAt1EHG0x9pz_c91AHuQ,QUNchfxuTOOmjAXkHivYdQ,0.5622119702383117,29,40.8149508,-73.9591489,40.805053799999996,-73.95487879999999,Patisserie Des Ambassades,3.5,http://www.yelp.com/biz/patisserie-des-ambassades-new-york
1620,3uJAt1EHG0x9pz_c91AHuQ,IDSpUSv-Td6-y8rC4JuCsw,0.5795971319206269,30,40.8149508,-73.9591489,40.806161700000004,-73.9530551,Mojo,3.5,http://www.yelp.com/biz/mojo-new-york
300,4GYc1Ld8r4rGQJKz_Qp07A,4GYc1Ld8r4rGQJKz_Qp07A,-2.220446049250313e-16,1,40.801462,-73.960859,40.801462,-73.960859,Miss Mamie's Spoonbread Too,3.5,http://www.yelp.com/biz/miss-mamies-spoonbread-too-new-york
790,4GYc1Ld8r4rGQJKz_Qp07A,8uz_6_ogNrpb_MxQnhjZGQ,0.1590423458754463,2,40.801462,-73.960859,40.801512200000005,-73.96095279999999,Giovanni's Pizzeria,3.0,http://www.yelp.com/biz/giovannis-pizzeria-new-york
2795,4GYc1Ld8r4rGQJKz_Qp07A,Rt0fJK1BA9dQDWSX1usBMg,0.16260491073704408,3,40.801462,-73.960859,40.804759499999996,-73.9557708,New Dragon Kitchen,3.5,http://www.yelp.com/biz/new-dragon-kitchen-new-york
3205,4GYc1Ld8r4rGQJKz_Qp07A,Vf0-szX1DxTVYhpnJCwr9w,0.22944112879996406,4,40.801462,-73.960859,40.8028915,-73.96730600000001,The Manchester Diner,3.0,http://www.yelp.com/biz/the-manchester-diner-manhattan
5689,4GYc1Ld8r4rGQJKz_Qp07A,xGos8tSzLwO3J8mEk3z_2A,0.2697658537388227,5,40.801462,-73.960859,40.7995742,-73.96244490000001,A Cafe New York,4.0,http://www.yelp.com/biz/a-cafe-new-york-new-york-2
3642,4GYc1Ld8r4rGQJKz_Qp07A,_DPEAIvsH92phbwh2W-ADA,0.28010026791263143,6,40.801462,-73.960859,40.8071249,-73.9644045,UniCafé,2.5,http://www.yelp.com/biz/unicaf%C3%A9-manhattan-2
1840,4GYc1Ld8r4rGQJKz_Qp07A,J9Yufym0BqTYVNTqW-n3ag,0.29909156212659505,7,40.801462,-73.960859,40.809463,-73.95389499999999,Perk's,3.0,http://www.yelp.com/biz/perks-new-york
176,4GYc1Ld8r4rGQJKz_Qp07A,2VQDEQuK3xLFNktPBIpmuQ,0.32411617154811323,8,40.801462,-73.960859,40.813185600000004,-73.9558411,New Aroma Chinese Restaurant,3.5,http://www.yelp.com/biz/new-aroma-chinese-restaurant-new-york
3432,4GYc1Ld8r4rGQJKz_Qp07A,YKAwpTnKO-n5vB9-pqaCLQ,0.3282964701192365,9,40.801462,-73.960859,40.8014968,-73.9651708,Taqueria Y La Fonda,3.5,http://www.yelp.com/biz/taqueria-y-la-fonda-new-york
4895,4GYc1Ld8r4rGQJKz_Qp07A,p1izzP-7YomYrP2spmOrBQ,0.35981339672964663,10,40.801462,-73.960859,40.809067999999996,-73.9594243,SubsConscious,3.0,http://www.yelp.com/biz/subsconscious-new-york
3481,4GYc1Ld8r4rGQJKz_Qp07A,YgGbeBYxOSmRi6CFn04MoQ,0.361012147158427,11,40.801462,-73.960859,40.809037,-73.9592385,Che' Bella Pizza,3.5,http://www.yelp.com/biz/che-bella-pizza-new-york
2601,4GYc1Ld8r4rGQJKz_Qp07A,PE2Ny-4ajVpNnKH-hV5BPQ,0.37828022221800495,12,40.801462,-73.960859,40.803744,-73.955861,Chef White's Five Star Grill,3.5,http://www.yelp.com/biz/chef-whites-five-star-grill-new-york
3788,4GYc1Ld8r4rGQJKz_Qp07A,b2d8CP6sKQotFjzZX0Thtw,0.3845864946746653,13,40.801462,-73.960859,40.802109200000004,-73.956872,Szechuan Garden Kitchen,3.5,http://www.yelp.com/biz/szechuan-garden-kitchen-new-york
148,4GYc1Ld8r4rGQJKz_Qp07A,1Ps3-IJycqFpR0uyii2HRQ,0.3890284370482454,14,40.801462,-73.960859,40.80268710000001,-73.96704820000001,Quick & Quality Sandwich,4.0,http://www.yelp.com/biz/quick-and-quality-sandwich-manhattan
574,4GYc1Ld8r4rGQJKz_Qp07A,75Q-TMhx81R1yfXSGaMcTQ,0.3924334454218279,15,40.801462,-73.960859,40.806058,-73.9563392,PerryBrook Foods,5.0,http://www.yelp.com/biz/perrybrook-foods-manhattan
4534,4GYc1Ld8r4rGQJKz_Qp07A,khYxvvCKRiR-wqMSbFzFmg,0.40036181000260573,16,40.801462,-73.960859,40.809705799999996,-73.9587313,Panino Sportivo Roma,3.5,http://www.yelp.com/biz/panino-sportivo-roma-new-york
1901,4GYc1Ld8r4rGQJKz_Qp07A,JCPykGY64Ok0MXo1T_35Cw,0.4380158954756881,17,40.801462,-73.960859,40.8047065,-73.95513259999998,Mama's Fried Chicken,3.0,http://www.yelp.com/biz/mamas-fried-chicken-new-york-2
59,4GYc1Ld8r4rGQJKz_Qp07A,-JuT_VuVL0OfoY3ccYGy4w,0.4398585330577808,18,40.801462,-73.960859,40.8032847,-73.96744790000001,La Rosita,3.5,http://www.yelp.com/biz/la-rosita-new-york-3
4567,4GYc1Ld8r4rGQJKz_Qp07A,l9OMQ7JKxM5ues3nKEGwcg,0.4570555407786087,19,40.801462,-73.960859,40.807443,-73.963544,Brad's,3.0,http://www.yelp.com/biz/brads-manhattan
2172,4GYc1Ld8r4rGQJKz_Qp07A,Ksadbzi6BFnyDH9QM9rWkw,0.4599620784813774,20,40.801462,-73.960859,40.810105,-73.952139,Chuck E. Cheese's,3.0,http://www.yelp.com/biz/chuck-e-cheeses-new-york
2859,4GYc1Ld8r4rGQJKz_Qp07A,S-xUsS4RKzBrOnAjy6lnyA,0.46934786662994804,21,40.801462,-73.960859,40.8002531,-73.9658484,Acosta Antonio,4.0,http://www.yelp.com/biz/acosta-antonio-new-york
1020,4GYc1Ld8r4rGQJKz_Qp07A,CWk6yFOoKJH5URub5XsHDg,0.4743546148536597,22,40.801462,-73.960859,40.800818,-73.96741999999999,East Dumpling House,3.5,http://www.yelp.com/biz/east-dumpling-house-new-york
4180,4GYc1Ld8r4rGQJKz_Qp07A,ffp58kYSK7dJGs5ER-5txw,0.4801569765916913,23,40.801462,-73.960859,40.8107792,-73.9581542,Sezz Medi,3.0,http://www.yelp.com/biz/sezz-medi-new-york
3323,4GYc1Ld8r4rGQJKz_Qp07A,XCzjwOmvy_QROtczP8YlCA,0.4844520845844651,24,40.801462,-73.960859,40.8013336,-73.9648744,Domino's Pizza,3.0,http://www.yelp.com/biz/dominos-pizza-new-york-21
1877,4GYc1Ld8r4rGQJKz_Qp07A,J9xVQScnr0lYWl61_mLXMA,0.4916492264815116,25,40.801462,-73.960859,40.805055100000004,-73.9548817,Lido,4.0,http://www.yelp.com/biz/lido-manhattan
1242,4GYc1Ld8r4rGQJKz_Qp07A,EagYyiLaNjIVJ_HFDwlGBQ,0.5109008378334289,26,40.801462,-73.960859,40.8009294,-73.96761490000002,Meridiana Restaurant,3.0,http://www.yelp.com/biz/meridiana-restaurant-new-york
912,4GYc1Ld8r4rGQJKz_Qp07A,BQcgpQxUM39PMO_YDl_CqA,0.5129623357367844,27,40.801462,-73.960859,40.800871,-73.961259,Freda's Caribbean & Soul Cuisine,4.0,http://www.yelp.com/biz/fredas-caribbean-and-soul-cuisine-new-york
5495,4GYc1Ld8r4rGQJKz_Qp07A,vZ5-JXlJS75k8wmPNS5U5w,0.513730177039603,28,40.801462,-73.960859,40.811199,-73.9578375,Max Soha,4.0,http://www.yelp.com/biz/max-soha-new-york
3765,4GYc1Ld8r4rGQJKz_Qp07A,ahr0chRA-xpmq2xV_gnb3w,0.5331801338201705,29,40.801462,-73.960859,40.811107,-73.958314,Saga,3.0,http://www.yelp.com/biz/saga-new-york-4
424,4GYc1Ld8r4rGQJKz_Qp07A,5Vn6sxKkzvZLcEM2yZcjfQ,0.5354429717049869,30,40.801462,-73.960859,40.8002956,-73.9658146,Empire Corner Restaurant,2.5,http://www.yelp.com/biz/empire-corner-restaurant-new-york
333,4n4wMkDnDY7cuWOya8UumA,4n4wMkDnDY7cuWOya8UumA,0.0,1,40.8117391,-73.95438759999999,40.8117391,-73.95438759999999,Domino's Pizza,2.0,http://www.yelp.com/biz/dominos-pizza-new-york-5
5714,4n4wMkDnDY7cuWOya8UumA,yA-D2JsM279hh07O47Xf7g,0.008750020851686302,2,40.8117391,-73.95438759999999,40.813783,-73.961526,International House Dining Hall,2.5,http://www.yelp.com/biz/international-house-dining-hall-manhattan
2538,4n4wMkDnDY7cuWOya8UumA,P2g9XTX11wuEqtlLLqWfig,0.05470049404835642,3,40.8117391,-73.95438759999999,40.807381799999995,-73.9644725,Vegenation,3.0,http://www.yelp.com/biz/vegenation-manhattan
177,4n4wMkDnDY7cuWOya8UumA,2VQDEQuK3xLFNktPBIpmuQ,0.16061502654143833,4,40.8117391,-73.95438759999999,40.813185600000004,-73.9558411,New Aroma Chinese Restaurant,3.5,http://www.yelp.com/biz/new-aroma-chinese-restaurant-new-york
4896,4n4wMkDnDY7cuWOya8UumA,p1izzP-7YomYrP2spmOrBQ,0.166821891309347,5,40.8117391,-73.95438759999999,40.809067999999996,-73.9594243,SubsConscious,3.0,http://www.yelp.com/biz/subsconscious-new-york
2173,4n4wMkDnDY7cuWOya8UumA,Ksadbzi6BFnyDH9QM9rWkw,0.1773458229690975,6,40.8117391,-73.95438759999999,40.810105,-73.952139,Chuck E. Cheese's,3.0,http://www.yelp.com/biz/chuck-e-cheeses-new-york
5041,4n4wMkDnDY7cuWOya8UumA,qT9P64pYtAEjipB4SXGolA,0.21824312873058796,7,40.8117391,-73.95438759999999,40.8045203,-73.9661507,Tomo Sushi & Sake Bar,3.0,http://www.yelp.com/biz/tomo-sushi-and-sake-bar-new-york
5062,4n4wMkDnDY7cuWOya8UumA,rFscSQwEcsYmQexb1Jqjcw,0.2571361789408079,8,40.8117391,-73.95438759999999,40.80730560000001,-73.9642983,Hooda's Halal Cart,3.5,http://www.yelp.com/biz/hoodas-halal-cart-manhattan
3135,4n4wMkDnDY7cuWOya8UumA,V-rY0hlPjAghV14jOlVUiQ,0.266657875292865,9,40.8117391,-73.95438759999999,40.8113468,-73.95775350000001,Nikko,3.5,http://www.yelp.com/biz/nikko-manhattan
3766,4n4wMkDnDY7cuWOya8UumA,ahr0chRA-xpmq2xV_gnb3w,0.27360733327681763,10,40.8117391,-73.95438759999999,40.811107,-73.958314,Saga,3.0,http://www.yelp.com/biz/saga-new-york-4
2143,4n4wMkDnDY7cuWOya8UumA,KjFr-ZMtvlgf4l6NbPtCBQ,0.27912004557520576,11,40.8117391,-73.95438759999999,40.8119407,-73.9573194,Family Affair,4.0,http://www.yelp.com/biz/family-affair-manhattan
1841,4n4wMkDnDY7cuWOya8UumA,J9Yufym0BqTYVNTqW-n3ag,0.3102703233286659,12,40.8117391,-73.95438759999999,40.809463,-73.95389499999999,Perk's,3.0,http://www.yelp.com/biz/perks-new-york
1878,4n4wMkDnDY7cuWOya8UumA,J9xVQScnr0lYWl61_mLXMA,0.3207940500309996,13,40.8117391,-73.95438759999999,40.805055100000004,-73.9548817,Lido,4.0,http://www.yelp.com/biz/lido-manhattan
4164,4n4wMkDnDY7cuWOya8UumA,fFsEJQB2HhpfXV48ioxzXw,0.34586947728088946,14,40.8117391,-73.95438759999999,40.8029602,-73.9562943,Society Coffee,3.5,http://www.yelp.com/biz/society-coffee-new-york-2
3739,4n4wMkDnDY7cuWOya8UumA,aZzq3M2xwbNHNSQe2AbAOA,0.3600108914697724,15,40.8117391,-73.95438759999999,40.801426299999996,-73.96521779999999,Suma Sushi,3.5,http://www.yelp.com/biz/suma-sushi-new-york-2
2602,4n4wMkDnDY7cuWOya8UumA,PE2Ny-4ajVpNnKH-hV5BPQ,0.3751870204148522,16,40.8117391,-73.95438759999999,40.803744,-73.955861,Chef White's Five Star Grill,3.5,http://www.yelp.com/biz/chef-whites-five-star-grill-new-york
